Número	Foto	A levar	Check-in	Nome	Descrição	Objetivo	Como Funciona?	Conceitos Chave	QR-code IG	Link IG	QR-code Fotos	Link Fotos	QR-code Youtube	Link Youtube	Situação	Observação	Tipo	Setor	Percurso	Acessórios	Eventos C	Eventos	Dimensões (L x C x A)	Peso (Kg)	Valor Aproximado  (R$)	Local
P086		FALSE	TRUE	Cubos e Projeções	Conjunto de cubos de madeira e cartões contendo projeções ortogonais (vista superior, frontal e lateral). O visitante deve reconstruir, em três dimensões, a forma que corresponde exatamente às três projeções apresentadas na ficha escolhida.	Estimular o raciocínio espacial, a visualização tridimensional e a interpretação de projeções bidimensionais, desenvolvendo compreensão prática da geometria descritiva.	O visitante escolhe uma ficha contendo as 3 projeções de um mesmo objeto. Com os cubos, tenta montar uma estrutura que reproduza exatamente as projeções mostradas. A atividade exige comparar vistas, interpretar volumes ocultos e testar diferentes possibilidades até encontrar o modelo correto.	Projeções ortogonais; vistas superior, frontal e lateral; geometria descritiva		https://drive.google.com/file/d/1_sIGwBxBEJZu5fHCb68Fyg7-ZSME_Q-Z/view?usp=sharing		https://photos.app.goo.gl/Rh63rxky7bYyPYk28		https://www.youtube.com/playlist?list=PLHiOaPPoa2tBTdU4zgD6AWglHnkt_yIyJ	5	xxxx	Peça	Jogos e Quebra-Cabeças	Jogos e Quebra-Cabeças	xxxx	xxxx	xxxx	30 cm x 50 cm x 25 cm	7,80000	R$200,00	LDM
P087		FALSE	TRUE	Desafio das Figuras	Cartões contendo figuras geométricas compostas, acompanhados de perguntas como “quantos triângulos existem?”. O visitante deve observar, decompor a figura e encontrar a resposta correta.	Estimular a percepção visual, o raciocínio lógico e a compreensão de como figuras complexas são formadas por combinações de figuras simples.	O visitante escolhe um cartão, observa a figura composta e conta quantas formas do tipo solicitado (triângulos, quadrados, etc.) a figura contém.	Figuras compostas; decomposição geométrica; contagem estruturada; percepção visual; padrões; ambiguidade geométrica.		https://drive.google.com/file/d/1Ikck8FXjo7DLJOtBgmz5ekC5R-mUrg8x/view?usp=sharing		https://photos.app.goo.gl/7VcKjnhF5ohpnXrw5		https://www.youtube.com/playlist?list=PLHiOaPPoa2tDGN1GVIrvB3CcyrQKG8sRo	5	xxxx	Peça	Jogos e Quebra-Cabeças	Jogos e Quebra-Cabeças	xxxx	xxxx	xxxx	25 cm x 50 cm x 10 cm	4,90000	R$ 300,00	LDM
P088		FALSE	TRUE	Cubo Soma de Piet Hein	Conjunto de 8 peças em madeira tipo caxeta	Testar a capacidade de raciocínio	É um quebra-cabeça tridimensional com sete peças formadas pela junção de 3 ou 4 cubos unitários. O desafio é montar um cubo de dimensões 3 × 3 × 3 com todas as peças	Raciocínio espacial, múltiplas soluções, decomposição e recomposição tridimensional		https://drive.google.com/file/d/1kkl7qrV_hS4-eyBH-8oPxomeoawtY0BT/view?usp=sharing		https://photos.app.goo.gl/UfibMCu2VCxy3ThS6		https://www.youtube.com/playlist?list=PLHiOaPPoa2tAKWNgaczK4oJxM5yNVLqp3	5	xxxx	Peça	Jogos e Quebra-Cabeças	Jogos e Quebra-Cabeças	xxxx	xxxx	xxxx	34 cm x 34 cm x 28 cm	5,10000	R$250,00	LDM
P089		FALSE	TRUE	O Jogo de Kontsevich	Tabuleiro de MDF quadriculado, acompanhado de discos pequenos em MDF marcados com valores (1, 1/2, 1/4 etc.). Foi projetado para demonstrar comportamentos de progressão geométrica e regras de movimentação unidirecional em desafios combinatórios.	Explorar padrões, regularidades e estratégias de movimentação para esvaziar o tabuleiro, compreendendo fundamentos de progressões geométricas e lógica sequencial.	Coloque discos em algumas casas do tabuleiro. Mova cada disco para a primeira casa vazia à direita; se a casa estiver ocupada, ele avança até encontrar uma vaga. Continue até limpar todas as casas inicialmente ocupadas.	Progressão geométrica, Sistemas dinâmicos discretos, Estratégia e previsão de movimentos, Padrões combinatórios.		https://drive.google.com/file/d/1vJYap5j3LEOFufzW68iNR3i3twZRLz71/view?usp=sharing		https://photos.app.goo.gl/YYkvtbvdAP6sDLBQA		https://www.youtube.com/playlist?list=PLHiOaPPoa2tBB3rvjvzj0lEsE9_n0tQAa	5	xxxx	Peça	Materiais Lúdicos	Materiais Lúdicos	xxxx	xxxx	xxxx	50 cm x 60 cm x 6 cm	5,10000	R$ 200,00	LDM
P090		FALSE	TRUE	Jogo da Velha 3D (Acrílico)	Estrutura formada por três placas de acrílico interligadas com hastes em madeira de caxeta, acompanhada de 15 peças pretas e 15 peças brancas em madeira	Testar a capacidade de raciocínio lógico e espacial em três dimensões	Dois jogadores colocam suas peças alternadamente nas casas do tabuleiro 3D. O objetivo é formar trincas (sequências de 3 peças alinhadas) em qualquer direção, considerando os diferentes planos e níveis	Raciocínio lógico, estratégias, combinatória, raciocínio espacial, planos tridimensionais		https://drive.google.com/file/d/1klyYE7uxaz6yFbUwDlQtLFQdTSoijNtj/view?usp=sharing		https://photos.app.goo.gl/ERKVDayWT2UC1ZNm9		https://www.youtube.com/playlist?list=PLHiOaPPoa2tD0hjce5Sjl4GIHTUnzlJ1P	5	xxxx	Peça	Jogos e Quebra-Cabeças	Jogos e Quebra-Cabeças	xxxx	xxxx	xxxx	39 cm x 39 cm x 48 cm	6,00000	R$350,00	LDM
P091		FALSE	TRUE	Jogo da Velha 3D (Cubo)	Peça constituída por uma base em madeira com 9 pinos, 15 cilindros em madeira e 15 x’s em madeira	Testar a capacidade de raciocínio lógico e espacial em três dimensões	Dois jogadores colocam suas peças alternadamente nas casas do tabuleiro 3D. O objetivo é formar trincas (sequências de 3 peças alinhadas) em qualquer direção, considerando os diferentes planos e níveis	Raciocínio lógico, estratégias, combinatória, raciocínio espacial, planos tridimensionais		https://drive.google.com/file/d/1kq1XIiO1RJqs_wRYB7m5zOt7qWK0P9XP/view?usp=sharing		https://photos.app.goo.gl/6eKLU9XPSgT9q6UF7		https://www.youtube.com/playlist?list=PLHiOaPPoa2tA3G_SqTw-FXQAXjxQnabru	5	xxxx	Peça	Jogos e Quebra-Cabeças	Jogos e Quebra-Cabeças	xxxx	xxxx	xxxx	45 cm x 45 cm x 30 cm	7,50000	R$ 350,00	LDM
P092		FALSE	TRUE	Jogo da Velha Chinês	Estrutura em MDF composta por duas placas, uma base em madeira de caxeta e 48 fichas em MDF coloridas	Testar a capacidade de raciocínio lógico e estratégico	Dois jogadores inserem suas fichas alternadamente nas colunas do tabuleiro. O objetivo é formar alinhamentos de quatro peças da mesma cor na horizontal, vertical ou diagonal. O vencedor é quem fizer mais sequências ao longo da partida	Estratégia, raciocínio lógico, combinatória, pensamento antecipatório, jogos matemáticos		https://drive.google.com/file/d/1kqpqUIoDTYXBvC6J1Lk458rO3Z5bZAZY/view?usp=sharing		https://photos.app.goo.gl/Z1JNfQyKJT35hEpv6		https://www.youtube.com/playlist?list=PLHiOaPPoa2tCl-0Wh4ePUV535FVBCc-6m	5	xxxx	Peça	Jogos e Quebra-Cabeças	Jogos e Quebra-Cabeças	xxxx	xxxx	xxxx	19 cm x 60 cm x 63 cm	4,30000	R$350,00	LDM
P093		FALSE	TRUE	Tangram	Base em laminado de caxeta com 7 peças (2 triângulos grandes, 1 triângulo médio, 2 triângulos pequenos, 1 quadrado e 1 paralelogramo)	Testar a capacidade de raciocínio e criatividade por meio da formação de figuras geométricas e variadas	O visitante deve usar as 7 peças para formar um quadrado ou explorar a montagem de outras figuras, sempre utilizando todas as peças do conjunto	Raciocínio espacial, figuras geométricas, frações, simetria, equidecomponibilidade, criatividade		https://drive.google.com/file/d/1l00ScaG96AFeOUG_pJCL2j2WBY0Xrbwl/view?usp=sharing		https://photos.app.goo.gl/VQtjmAvSm1i52KRs7		https://www.youtube.com/playlist?list=PLHiOaPPoa2tC0Cq1HRqeXwVd_0-pTHaQD	5	xxxx	Peça	Jogos e Quebra-Cabeças	Jogos e Quebra-Cabeças	xxxx	xxxx	xxxx	53 cm x 53 cm x 10 cm	2,80000	R$ 250,00	LDM
P094		FALSE	TRUE	Monte um Quadrado	Base em laminado de caixeta com 6 peças	Testar a capacidade de raciocínio e explorar propriedades geométricas ligadas ao Teorema de Pitágoras e à equidecomponibilidade	É um tipo de tangram. O objetivo é montar um quadrado com 5 peças e, em seguida, montar novamente com 4 peças, eliminando o quadrado em uma das montagens. Esse processo evidencia a ideia de equidecomponibilidade: diferentes decomposições que mantêm a mesma área	Tangram, Teorema de Pitágoras, equidecomponibilidade, equivalência de áreas, raciocínio espacial, múltiplas soluções		https://drive.google.com/file/d/1l4hWfmlw3VaTW1CO_5tHx5G_NwhWMQYn/view?usp=sharing		https://photos.app.goo.gl/oNPhjYfGAUJEJsHCA		https://www.youtube.com/playlist?list=PLHiOaPPoa2tDIJtGzRncychLLUQ3X37f_	5	xxxx	Peça	Jogos e Quebra-Cabeças	Jogos e Quebra-Cabeças	xxxx	xxxx	xxxx	50 cm x 75 cm x 5 cm	2,80000	R$250,00	LDM
P095		FALSE	TRUE	Stomachion	Base em laminado tipo caixeta com 14 peças (quadriláteros e triângulos). Réplica do quebra-cabeça de Arquimedes	Testar a capacidade de raciocínio lógico e espacial, estimulando o pensamento combinatório	O Stomachion é formado por um quadrado 12×12 dividido em 14 peças poligonais. O desafio é rearranjar as peças para formar novamente o quadrado ou criar outras figuras geométricas	Combinatória, geometria, poliminós, raciocínio espacial, história da matemática		https://drive.google.com/file/d/1lBT7D90o0vSrD6Kkgb_ExLbffVpya6ON/view?usp=sharing		https://photos.app.goo.gl/ogh19k9LNsLJjogz7		https://www.youtube.com/playlist?list=PLHiOaPPoa2tC4h9usIR4EHk-PCWJj57Qy	5	xxxx	Peça	Jogos e Quebra-Cabeças	Jogos e Quebra-Cabeças	xxxx	xxxx	xxxx	53 cm x 54 cm x 8 cm	4,70000	R$ 300,00	LDM
P096		FALSE	TRUE	Cruz de Madeira	Peça em madeira de caxeta formada por 6 peças	Testar a capacidade de raciocínio	Um quebra-cabeça com 6 peças distintas que devem ser reunidas de forma a montar a figura de uma cruz	Raciocínio espacial, lógica, tentativa e erro, estratégias de montagem		https://drive.google.com/file/d/1V0wmFDkmBFmAKy4vRgjVc3NpXGxtzOwT/view?usp=sharing		https://photos.app.goo.gl/M7VTMzMjX6o4MRFr9		https://www.youtube.com/playlist?list=PLHiOaPPoa2tCGyCIJtkmx_WRE41sq6tPP	5	xxxx	Peça	Jogos e Quebra-Cabeças	Jogos e Quebra-Cabeças	xxxx	xxxx	xxxx	45 cm x 45 cm x 7 cm	2,80000	R$150,00	LDM
P097		FALSE	TRUE	Pentaminós	Conjunto em madeira caixeta com 12 peças de pentaminós	Testar a capacidade de raciocínio lógico e visualização espacial	Organizando as 12 peças para formar retângulos (3×20, 4×15, 5×12, 6×10) ou um quadrado 8×8 com quatro casas vazias	Poliminós, pentaminós, combinatória, equidecomponibilidade, visualização espacial		https://drive.google.com/file/d/1lCqgmRcDYFrA01IZITxo-GzxoxjDXLsD/view?usp=sharing		https://photos.app.goo.gl/SZkEy7aA2UQ9xz1S6		https://www.youtube.com/playlist?list=PLHiOaPPoa2tAXWWB7Yh-a6DyQYiwa91hm	5	xxxx	Peça	Jogos e Quebra-Cabeças	Jogos e Quebra-Cabeças	xxxx	xxxx	xxxx	45 cm x 60 cm x 8 cm	5,10000	R$ 250,00	LDM
P098		FALSE	TRUE	Cubo em Partes	Conjunto de peças em madeira tipo caixeta formadas por junção de cubos unitários. As peças podem ser combinadas para formar cubos de diferentes tamanhos.	Explorar raciocínio lógico e espacial por meio da construção de cubos volumétricos a partir de peças irregulares.	O visitante deve posicionar as peças sobre a base e tentar montar diferentes cubos utilizando todas elas. Os desafios incluem construir cubos de tamanhos 2×2×2, 3×3×3, 4×4×4, 5×5×5 e 6×6×6.	policubos, decomposição e recomposição de sólidos, volume e contagem de unidades.		https://drive.google.com/file/d/1N0S34nMfdYbUmdvLrwTsCy3m4dnqELB7/view?usp=sharing		https://photos.app.goo.gl/Xansmn9qjU3CUwJ18		https://www.youtube.com/playlist?list=PLHiOaPPoa2tAxrYsm5L44h2fjdtTyq9Ev	5	xxxx	Peça	Jogos e Quebra-Cabeças	Jogos e Quebra-Cabeças	xxxx	xxxx	xxxx	50 cm x 50 cm x 18 cm	15,00000	R$250,00	LDM
P099		FALSE	TRUE	Bilhar Hiperbólico	Mesa de madeira com acabamento tipo marfim e feltro interno verde no formato de elipse com marca de lançamento em um foco e caçapa no foco oposto.	Observar a propriedade reflexiva da hipérbole: trajetórias direcionadas para um foco e refletidas na borda atingirão o foco oposto.	A bola lançada na direção de um foco rebate na borda hiperbólica obedecendo à lei da reflexão; por definição geométrica, esses rebotes redirecionam a bola ao outro foco.	Hipérbole, focos, reflexão, leis da reflexão, trajetórias, bilhares matemáticos, acústica.		https://drive.google.com/file/d/19KArJYD1WxAIFGPP8-UVag8xUZAgEMfE/view?usp=sharing		https://photos.app.goo.gl/dinH9jkst8zAybNc6		https://www.youtube.com/playlist?list=PLHiOaPPoa2tCeOa23YyO2fVwFujKnD2_A	5	xxxx	Peça	Geometria das Curvas e Superfícies	Cônicas	xxxx	xxxx	xxxx	90 cm x 110 cm x 85 cm	26,00000	R$ 600,00	LDM
P100		FALSE	TRUE	Bilhar Parabólico	Mesa de madeira com acabamento tipo marfim e feltro interno verde no formato de parábola com caçapa no foco.	Observar a propriedade reflexiva da parábola: trajetórias paralelas ao eixo de simetria e refletidas na borda atingirão o foco.	A bola lançada paralelamente ao eixo de simetria, rebate na borda parabólica obedecendo à lei da reflexão; por definição geométrica, esses rebotes redirecionam a bola ao foco.	Parábola, foco, reflexão, leis da reflexão, trajetórias, bilhares matemáticos, acústica.		https://drive.google.com/file/d/1jIfrkIwUDGQgkOEcxpYJenzGYuA9fevx/view?usp=sharing		https://photos.app.goo.gl/Wdt5oZi4mKcgyWJu7		https://www.youtube.com/playlist?list=PLHiOaPPoa2tBS3bWXgqfkLX0fbYWakfSN	5	xxxx	Peça	Geometria das Curvas e Superfícies	Cônicas	xxxx	xxxx	xxxx	90 cm x 110 cm x 85 cm	26,00000	R$600,00	LDM
P101		FALSE	TRUE	Pirâmide com Bolinhas	3 peças com 20 bolas cada em madeira pinus e base triângular de madeira tipo caixeta	Testar a capacidade de raciocínio	Os blocos são compostos por junções fixas de esferas: 20 esferas soltas (1 unidade), 10 duplas, 5 trincas lineares, 3 trincas triangulares (2 tipos), 5 blocos com 4 esferas lineares (2 tipos), 6 blocos com 4 esferas (5 tipos) e 2 blocos com 6 esferas. A tarefa é usar esses blocos para montar uma pirâmide com: Base triangular de 3 esferas de lado, totalizando 20 esferas por pirâmide	Esferas, quebra-cabeça, pirâmide tetraédrica, empacotamento		https://drive.google.com/file/d/1AMjqh4HJ3KK0Ezv3w3-yqBWblt6xouBg/view?usp=sharing		https://photos.app.goo.gl/BR5KXayY6GrqvGVS7		https://www.youtube.com/playlist?list=PLHiOaPPoa2tCXYs6wbrMtDjO00_2UnhhC	5	xxxx	Peça	Jogos e Quebra-Cabeças	Jogos e Quebra-Cabeças	xxxx	xxxx	xxxx	30 cm x 30 cm x 10 cm	26,40000	R$ 400,00	MUDI
P102		FALSE	TRUE	Em Volta da Elipse	Duas peças em MDF em formato de elipse, acompanhadas de um cavalinho de brinquedo e barbante fixado em dois focos.	Observar a elipse como lugar geométrico de pontos.	O barbante tem as duas extremidades fixas nas hastes correspondentes aos focos da elipse. Mantendo o cavalinho com o barbante sempre esticado, o visitante o desloca pela borda da peça. O caminho percorrido será uma elipse perfeita, resultado da soma constante das distâncias aos dois focos.	Elipse, focos, lugar geométrico, cônicas, distância constante		https://drive.google.com/file/d/1XVHtYB4I9OPDzrsEzExqphuqd9eFWZz4/view?usp=sharing		https://photos.app.goo.gl/WadJm2C33gNMMAn59		https://www.youtube.com/playlist?list=PLHiOaPPoa2tAb4I_TdmOqywAyoN55Kwyr	5	xxxx	Peça	Geometria das Curvas e Superfícies	Cônicas	xxxx	xxxx	xxxx	65 cm x 90 cm x 20 cm	7,50000	R$200,00	LDM
P103		FALSE	TRUE	Simulação no Geogebra dos Mecanismos de Construção de Cônicas	Aplet interativo do GeoGebra que simula mecanismos de construção de elipse, parábola e hipérbole.	Visualizar e compreender a geração das cônicas por mecanismos articulados.	O visitante manipula parâmetros e observa o traçado resultante.	Cônicas, elipse, parábola, hipérbole, geometria dinâmica.		https://drive.google.com/file/d/1Mq8eN2YJZcPjjsSQF3q7qVA1IR3A_OVx/view?usp=sharing		https://photos.app.goo.gl/zGtTESEKcAgSwRFW8		https://www.youtube.com/playlist?list=PLHiOaPPoa2tDkuTdwsCdUlfNvJHZ6ExoB	5	xxxx	Peça	Geometria das Curvas e Superfícies	Cônicas	xxxx	xxxx	xxxx	0 cm x 0 cm x 0 cm	0,00000	R$ 0,00	LDM
P104		FALSE	TRUE	Dobrando as Cônicas	Base em MDF contendo os moldes de elipse, parábola e hipérbole, utilizados como referência para dobraduras geométricas que revelam essas curvas.	Explorar, de forma prática e manipulativa, como as cônicas emergem como lugares geométricos e como suas formas podem ser obtidas sem instrumentos de desenho avançados, apenas com dobras que representam tangentes às curvas.	O visitante recebe uma folha de papel vegetal e escolhe uma das cônicas. Em seguida, dobra o papel repetidas vezes de forma que um ponto marcado coincida com outro ou com uma reta guia. As marcas das dobras formam uma envoltória de retas, cuja borda aparente revela a curva desejada.	Cônicas, lugar geométrico, tangentes, invólucro, reflexão, origami geométrico		https://drive.google.com/file/d/1pdBjU0tAF-MFTgZfDMxXFby7weMQMuLb/view?usp=sharing		https://photos.app.goo.gl/rQoYhkaqKjB7iN5S9		https://www.youtube.com/playlist?list=PLHiOaPPoa2tBTI-xbg9JkNyfRBRVh4DO7	5	xxxx	Peça	Geometria das Curvas e Superfícies	Cônicas	xxxx	xxxx	xxxx	30 cm x 40 cm x 15 cm	2,00000	R$150,00	LDM
P105		FALSE	TRUE	Os Cones de Aristeu	Três cones modelados em papel machê, com diferentes aberturas: um reto, um acutângulo e um obtusângulo. A peça permite observar que um plano perpendicular à geratriz determina uma cônica.	Observar a elipse, a parábola e a hipérbole segundo a definição atribuída a Aristeu, o Velho.	O visitante observa os três cones e os relaciona ao princípio: Todo plano perpendicular a uma geratriz determina uma cônica. O desafio é identificar, em cada cone, qual curva resultaria desse corte: No cone reto, a abertura faz com que o corte produza uma parábola; no cone acutângulo, a secção resultante é uma elipse; no cone obtusângulo, o corte produz uma hipérbole.	Cônicas, cone, geratriz, lugar geométrico, história da matemática		https://drive.google.com/file/d/1zqhhdX1RYJ9tck6WiDGcARwrTKLyR0dT/view?usp=sharing		https://photos.app.goo.gl/1y4aQQTVKdBeckH79		https://www.youtube.com/playlist?list=PLHiOaPPoa2tCPo7l9zK4Bd3FSYuUgS5xG	5	xxxx	Peça	Geometria das Curvas e Superfícies	Cônicas	xxxx	xxxx	xxxx	46 cm x 90 cm x 32 cm	0,10000	R$ 500,00	LDM
P106		FALSE	TRUE	O Cone de Apolônio	Peça em madeira maciça no formato de um cone, contendo cortes transversais que revelam as cônicas.	Visualizar as interseções de um plano com o cone, mostrando circunferência, elipse, parábola e hipérbole.	O visitante observa os cortes reais no cone e identifica quais cônicas correspondem a cada inclinação.	Cônicas, cone, secção plana, geratriz, geometria espacial, Apolônio de Perga		https://drive.google.com/file/d/1XcAxWIYF48u0NW9xex-SCmsF3U6dDtQ1/view?usp=sharing		https://photos.app.goo.gl/FZZUdHn6cv3N1mdY9		https://www.youtube.com/playlist?list=PLHiOaPPoa2tBrAAr8sGkRDZ_0Aujp-VEQ	5	xxxx	Peça	Geometria das Curvas e Superfícies	Cônicas	xxxx	xxxx	xxxx	32 cm x 64 cm x 55 cm	15,70000	R$500,00	LDM
